Screenshots,1:1 -> Fomo,1:1 RR BE?,1:2->TP/Be,A and B Tp,ACM,Auswählen,BOS,CRV 1,CRV 2 1%,CRV 2RR NG,CRV 3,CRV 4,CRV 8,CRV Profit,CRV Runner,CRV TP Formel,CRV Teilprofit-Formel,CRV iwas,Casting ,Clean,Datum,FOMO?,HITs BE?,HTF ?,Jahr,L/S,LQ-Sweep?,Notizen ,Pips SL,Range in H,Risk Level,SL->TP,Session,TP 1 & 2,TP1 &2,TP?-2RR,Trade noch offen ?,Uhrzeit,Währungspaar,a->b
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a,Yes,25. Juli 2024 18:15 (GMT+7),No,YES,,2024,L,Yes,,15,-1,A,,L,-1,,No,,,XAU/USD1,
,,,,-1,Yes,,,1,-1,-2,-1,-1,-1,"1,6",,-1,,-1,a+,Yes,8. August 2024 01:00 (GMT+7),No,NO,,2024,L,Yes,,30,-1,A,,NY,0,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a,Yes,9. August 2024 14:15 (GMT+7),No,Direkt SL,,2024,S,Yes,,29,-1,A,,L,-1,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a+,Yes,2. September 2024 15:35 (GMT+7),No,Direkt SL,,2024,S,Yes,,19,-1,A,,L,-1,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a+,Yes,3. September 2024 14:15 (GMT+7),No,Direkt SL,,2024,S,No,,14,-1,A,,L,-1,,No,,,XAU/USD1,
,,NO,,-1,Yes,,,1,2,4,-1,-1,-1,"2,4",,-1,,-1,a+,Yes,3. September 2024 17:25 (GMT+7),No,NO,,2024,L,No,,28,1,A,,L,"1,5",,Yes,,,XAU/USD1,
,,NO,TP,2,Yes,,,1,2,2,3,4,,140,,"18,25",,7,,Yes,12. September 2024 18:00 (GMT+7),No,NO,,2024,L,No,,25,"4,5",A,,L,"1,5",,Yes,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a,Yes,19. September 2024 09:00 (GMT+7),No,Direkt SL,,2024,S,Yes,,17,-1,A,,A,-1,,No,,,XAU/USD1,
,,NO,,3,Yes,,,1,2,4,3,-1,-1,3,,0,,-1,a+,Yes,24. September 2024 18:05 (GMT+7),No,NO,,2024,L,Yes,,12,1,A,,L,"1,5",,Yes,,,XAU/USD1,
Live,NO,,,,Yes,,,1,-1,-2,-1,-1,-1,"1,2",-1,-1,,,a+,Yes,8. August 2025 11:20 (GMT+7),No,YES,,2025,S,Yes,,49,5,A,,,,,No,,,XAU/USD,
,,NO,TP,3,Yes,,,1,2,4,3,4,8,11,,"2,75",,7,a+,Yes,7. November 2024 16:00 (GMT+7),No,NO,,2024,L,No,,48,"4,5",A,,L,"1,5",,Yes,,,XAU/USD1,
,Yes,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a+,Yes,29. November 2024 08:30 (GMT+7),No,Direkt SL,,2024,S,Yes,,11,-1,A,,A,-1,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a,Yes,10. Dezember 2024 17:25 (GMT+7),No,Direkt SL,,2024,S,Yes,,26,-1,A,,L,-1,,No,,,XAU/USD1,
,,NO,,-1,Yes,,,1,2,4,-1,-1,-1,"2,2",,-1,,-1,a-,Yes,16. Dezember 2024 21:45 (GMT+7),No,NO,,2024,L,Yes,,20,1,A,,NY,"1,5",,Yes,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a-,Yes,18. Dezember 2024 21:15 (GMT+7),No,Direkt SL,,2024,L,Yes,,24,-1,A,,NY,-1,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a,Yes,26. Dezember 2024 21:25 (GMT+7),No,YES,,2024,S,Yes,,48,-1,A,,NY,-1,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,,-1,,-1,a,Yes,28. Dezember 2024 03:10 (GMT+7),No,Direkt SL,,2024,L,No,,18,-1,A,,NY,-1,,No,,,XAU/USD1,
,,YES,,-1,Yes,,,1,-1,-2,-1,-1,-1,"1,3",-1,-1,,-1,a+,Yes,10. Januar 2025 01:30 (GMT+7),No,YES,,2025,S,No,,27,-1,A,,NY,0,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,-1,a,Yes,16. Januar 2025 14:10 (GMT+7),No,Direkt SL,,2025,S,Yes,,10,-1,A,,A,-1,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,-1,a+,Yes,29. Januar 2025 15:15 (GMT+7),No,YES,,2025,S,Yes,,17,-1,A,,L,-1,,No,,,XAU/USD1,
,,NO,,-1,Yes,,,1,2,4,-1,-1,-1,"2,3","1,5",-1,,-1,a+,Yes,5. Februar 2025 21:30 (GMT+7),No,NO,,2025,S,No,,20,1,A,,NY,"1,5",,Yes,,,XAU/USD1,
,,NO,TP,3,Yes,,,1,2,4,3,4,8,15,"7,75","2,75",,7,a,Yes,6. Februar 2025 19:00 (GMT+7),No,NO,,2025,S,No,,27,"4,5",A,,L,"1,5",,Yes,,,XAU/USD1,
,,YES,,-1,Yes,,,1,-1,-2,-1,-1,-1,1,-1,-1,,-1,a+,Yes,25. Februar 2025 21:00 (GMT+7),No,YES,,2025,S,No,,15,-1,A,,NY,0,,No,,,XAU/USD1,
,,SL,,-1,Yes,,,-1,-1,-1,-1,-1,,-1,-1,-1,,-1,,Yes,26. Februar 2025 22:50 (GMT+7),No,YES,,2025,S,No,,23,-1,A,,NY,-1,,No,,,XAU/USD1,
,,YES,,-1,Yes,,,1,2,4,-1,-1,-1,"2,2","1,5",-1,,-1,a,Yes,5. März 2025 21:30 (GMT+7),No,YES,,2025,S,Yes,,30,1,A,,NY,"1,5",,Yes,,,XAU/USD1,
,,,,,Yes,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,a+,Yes,7. März 2025 07:30 (GMT+7),No,Direkt SL,,2025,L,No,,50,-1,A,,,-1,,No,,,XAU/USD1,
,,,,,Yes,,,1,2,4,3,4,-1,"4,8","1,5",0,,,a+,Yes,7. März 2025 21:00 (GMT+7),No,NO,,2025,L,No,,50,1,A,,,"1,5",,Yes,,,XAU/USD1,
,,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a+,Yes,31. März 2025 21:45 (GMT+7),No,Direkt SL,,2025,S,No,,50,-1,A,,,-1,,No,,,XAU/USD1,
Live,NO,,,,Yes,,,1,-1,-2,-1,-1,-1,"1,8",-1,-1,,,a,Yes,15. August 2025 17:40 (GMT+7),No,YES,,2025,L,No,,47,7,A,,,,,No,,,XAU/USD,
,,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a,Yes,7. April 2025 21:10 (GMT+7),No,Direkt SL,,2025,S,Yes,,100,-1,A,,,,,No,,,XAU/USD1,
,,,,,Yes,,,1,-1,-2,-1,-1,-1,1,-1,-1,,,a,Yes,10. April 2025 17:30 (GMT+7),No,YES,,2025,S,Yes,,64,-1,A,,,,,No,,,XAU/USD1,
,Yes,,,,Yes,,,1,-1,-2,-1,-1,-1,1,-1,-1,,,a+,Yes,11. April 2025 15:00 (GMT+7),No,YES,,2025,S,Yes,,52,-1,A,,,,,No,,,XAU/USD1,
,,,,,Yes,,,1,2,4,-1,-1,-1,2,"1,5",-1,,,a+,Yes,14. April 2025 12:00 (GMT+7),No,YES,,2025,L,No,,76,1,A,,,,,Yes,,,XAU/USD1,
,,,,,Yes,,,1,2,4,3,4,8,13,"7,75","2,75",,,a,Yes,14. April 2025 16:20 (GMT+7),No,NO,,2025,S,No,,32,"4,5",A,,,,,Yes,,,XAU/USD1,
,,,,,Yes,,,1,2,4,3,4,8,30,"7,75","18,25",,,a,Yes,22. April 2025 14:40 (GMT+7),No,NO,,2025,S,Yes,ATH,130,"4,5",A,,,,,Yes,,,XAU/USD1,
,,,,,Yes,,,1,2,4,3,4,-1,8,"1,5",0,,,a,Yes,23. April 2025 14:30 (GMT+7),No,YES,,2025,L,No,,110,"4,5",A,,,,,Yes,,,XAU/USD1,
,Yes,,,,Yes,,,-1,-1,-2,-1,-1,,-1,-1,-1,,,a+,Yes,25. April 2025 00:00 (GMT+7),No,YES,,2025,S,Yes,,90,-1,A,,,,,No,,,XAU/USD1,
Live,NO,,,,Yes,,,1,2,4,3,4,-1,5,"1,5",0,,,a,Yes,19. August 2025 20:30 (GMT+7),No,YES,,2025,S,Yes,,43,9,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a,Yes,25. August 2025 03:00 (GMT+7),No,YES,,2025,L,No,,30,13,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,8,861,"7,75","18,25",,,a,Yes,27. August 2025 17:30 (GMT+7),No,YES,,2025,L,Yes,,30,5,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a+,Yes,28. August 2025 13:40 (GMT+7),No,YES,,2025,S,Yes,,32,9,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,-1,587,"1,5","18,25",,,a+,Yes,2. September 2025 15:00 (GMT+7),No,NO,,2025,L,No,,33,4,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,8,5,"7,75",0,,,a+,Yes,2. September 2025 19:00 (GMT+7),No,NO,,2025,S,No,,35,"5,75",A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,-1,-1,3,"1,5",0,,,a,Yes,7. September 2025 05:15 (GMT+7),No,NO,,2025,S,Yes,,26,5,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,-1,-1,-1,"2,5","1,5",-1,,,a,Yes,9. September 2025 19:00 (GMT+7),No,NO,,2025,S,No,,30,3,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,-1,-2,-1,-1,,"1,5",-1,-1,,,a-,Yes,11. September 2025 09:00 (GMT+7),No,YES,,2025,L,,,20,,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,-1,-2,-1,-1,-1,"1,5",-1,-1,,,a,Yes,18. September 2025 07:30 (GMT+7),No,YES,,2025,L,No,,57,4,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a-,Yes,19. September 2025 22:00 (GMT+7),No,Direkt SL,,2025,S,Yes,,62,4,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a+,Yes,29. September 2025 07:30 (GMT+7),No,Direkt SL,,2025,S,No,,40,"5,5",A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a+,Yes,2. Oktober 2025 21:00 (GMT+7),No,Direkt SL,,2025,L,Yes,,47,18,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,-1,-2,-1,-1,-1,1,-1,-1,,,a+,Yes,7. Oktober 2025 16:00 (GMT+7),No,YES,,2025,S,Yes,,57,7,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,-1,-1,-1,-1,,,a,Yes,15. Oktober 2025 22:30 (GMT+7),No,YES,,2025,L,,,120,"4,5",A,,,,,No,,,XAU/USD,
Live,Yes,,,,Yes,,,1,2,4,-1,-1,-1,"2,5","1,5",-1,,,a+,Yes,20. Oktober 2025 15:00 (GMT+7),No,YES,,2025,S,,,59,5,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,-1,-1,,"2,5","1,5",-1,,,a+,Yes,31. Oktober 2025 23:00 (GMT+7),No,NO,,2025,L,,,110,3,A,,,,,Yes,,,XAU/USD,
Live,Yes,,,,Yes,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,a-,Yes,3. November 2025 12:30 (GMT+7),No,YES,,2025,S,,,105,4,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,,10,"7,75","2,75",,,a-,Yes,4. November 2025 03:00 (GMT+7),No,NO,,2025,S,,,90,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,4,-1,-1,,-1,-1,-1,,,a+,Yes,6. November 2025 22:30 (GMT+7),No,YES,,2025,L,,,72,,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,,8,"1,5",0,,,a+,Yes,7. November 2025 16:15 (GMT+7),No,NO,,2025,S,,,35,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,,5,"1,5",0,,,a+,Yes,7. November 2025 19:00 (GMT+7),No,NO,,2025,S,,,45,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,,7,"1,5",0,,,a+,Yes,12. November 2025 06:30 (GMT+7),No,NO,,2025,S,,,60,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,,-1,-1,-1,,,a,Yes,19. November 2025 09:30 (GMT+7),No,Direkt SL,,2025,S,,,73,,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,-1,-1,,2,"1,5",-1,,,a,Yes,20. November 2025 13:30 (GMT+7),No,YES,,2025,S,,,110,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,,4,"1,5",0,,,a+,Yes,25. November 2025 20:30 (GMT+7),No,NO,,2025,S,,,70,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,-1,-1,-2,-1,-1,,-1,-1,-1,,,a+,Yes,3. Dezember 2025 20:20 (GMT+7),No,YES,,2025,S,,,50,,A,,,,,No,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,-1,-1,,"2,5","1,5",-1,,,a+,Yes,27. November 2025 15:00 (GMT+7),No,NO,,2025,S,,,51,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,-1,-1,,2,"1,5",-1,,,a+,Yes,26. November 2025 15:00 (GMT+7),No,NO,,2025,S,,,47,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,Yes,,,1,2,4,3,4,,6,"1,5",0,,,a,Yes,4. Dezember 2025 20:30 (GMT+7),No,YES,,2025,L,,,100,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,,,,1,-1,-2,-1,-1,,1,-1,-1,,,a+,Yes,9. Dezember 2025 23:00 (GMT+7),No,Direkt SL,,2025,S,,,58,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-2,-1,-1,,-1,-1,-1,,,a+,Yes,24. Dezember 2025 02:00 (GMT+7),No,Direkt SL,,2025,S,,,90,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,1,-1,-2,-1,-1,,1,-1,-1,,,a+,Yes,7. Januar 2026 23:30 (GMT+7),No,YES,,2026,S,,,37,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,1,2,4,-1,-1,,2,"1,5",-1,,,a+,Yes,8. Januar 2026 01:00 (GMT+7),No,YES,,2026,L,,,82,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,,,,1,2,4,-1,-1,,2,"1,5",-1,,,a+,Yes,15. Januar 2026 20:30 (GMT+7),No,YES,,2026,L,,,126,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,,,,1,2,4,3,4,,4,"1,5",0,,,a,,21. Januar 2026 23:00 (GMT+7),,YES,,2026,S,,,217,,A,,,,,Yes,,,XAU/USD,
Live,NO,,BE,,,,,1,2,4,-1,-1,,"2,8","1,5",-1,,,a+,,27. Januar 2026 13:40 (GMT+7),,YES,,2026,S,,,150,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-2,-1,-1,,-1,-1,-1,,,a,,6. Februar 2026 02:00 (GMT+7),,Direkt SL,,2026,L,,,350,,A,,,,,No,,,XAU/USD,
FOMO,,,,,,,,-1,,-2,-1,-1,,-1,,-1,,,a,,9. Februar 2026 21:30 (GMT+7),,Direkt SL,,2026,S,,,140,,A,,,,,X Rule,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-2,-1,-1,,-1,-1,-1,,,a+,,13. Februar 2026 14:20 (GMT+7),,YES,,2026,S,,,130,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-2,-1,-1,,-1,-1,-1,,,a+,,18. Februar 2026 19:45 (GMT+7),,Direkt SL,,2026,S,,,85,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,a,,19. Februar 2026 12:45 (GMT+7),,YES,,2026,S,,,52,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,1,-1,-1,-1,-1,,1,-1,-1,,,a,,23. Februar 2026 17:30 (GMT+7),,YES,,2026,S,,,90,,A,,,,,No,,,XAU/USD,
Live,Yes,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,a,,25. Februar 2026 08:00 (GMT+7),,Direkt SL,,2026,S,,,74,,A,,,,,No,,,XAU/USD,
Live,Yes,,,,,,,1,2,2,3,-1,,3,"1,5",0,,,a,,25. Februar 2026 20:20 (GMT+7),,YES,,2026,S,,,74,,A,,,,,Yes,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,a,,3. März 2026 13:00 (GMT+7),,Direkt SL,,2026,L,,,200,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,1,"-0,5",-1,-1,-1,,"1,8",-1,-1,,,a,,6. März 2026 22:20 (GMT+7),,YES,,2026,S,,,200,,A,,,,,No,,,XAU/USD,
Live,Yes,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,9. März 2026 01:00 (GMT+7),,Direkt SL,,2026,L,,,300,,A,,,,,No,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,9. März 2026 16:00 (GMT+7),,Direkt SL,,2026,S,,,216,,A,,,,,No,,,XAU/USD,
>2Day,,,,,,,,-1,,-1,-1,-1,,-1,,-1,,,,,12. März 2026 18:45 (GMT+7),,Direkt SL,,2026,L,,,152,,A,,,,,X Rule,,,XAU/USD,
Live,NO,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,18. März 2026 05:30 (GMT+7),,Direkt SL,,2026,S,,,87,,A,,,,,No,,,XAU/USD,
Live,Yes,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,24. März 2026 14:00 (GMT+7),,Direkt SL,,2026,S,,,225,,A,,,,,No,,,XAU/USD,
Live,NO,,TP,,,,,1,2,4,3,4,,28,"7,75","2,75",,,,,30. März 2026 02:00 (GMT+7),,NO,,2026,L,,,131,,A,,,,,Yes,No,,XAU/USD,
NO TR2,,,,,,,,-1,,-1,-1,-1,,-1,,-1,,,,,31. März 2026 15:00 (GMT+7),,Direkt SL,,2026,L,,,86,,A,,,,,X Rule,,,XAU/USD,y
Live,NO,,,,,,,1,2,2,3,-1,,"3,4","1,5",0,,,,,2. April 2026 13:00 (GMT+7),,NO,,2026,S,,,110,,A,,,,,Yes,,,XAU/USD,
Live,Yes,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,7. April 2026 12:00 (GMT+7),,Direkt SL,,2026,L,,,65,,A,,,,,No,,,XAU/USD,
Live,,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,13. April 2026 16:20 (GMT+7),,YES,,2026,S,,,76,,A,,,,,No,,,XAU/USD,
Live,,,,,,,,1,2,2,-1,-1,,"2,75","1,5",-1,,,,,14. April 2026 12:20 (GMT+7),,YES,,2026,S,,,70,,A,,,,,Yes,,,XAU/USD,
Live,,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,21. April 2026 13:00 (GMT+7),,Direkt SL,,2026,L,,,126,,A,,,,,No,,,XAU/USD,
Live,,,,,,,,1,2,2,3,4,,37,"7,75","18,25",,,,,22. April 2026 11:30 (GMT+7),,YES,,2026,S,,,66,,A,,,,,Yes,No,,XAU/USD,
Live,,,,,,,,1,2,2,3,4,,"5,8","1,5",0,,,,,23. April 2026 08:30 (GMT+7),,YES,,2026,L,,,35,,A,,,,,Yes,,,XAU/USD,
Live,,,,,,,,-1,-1,-1,-1,-1,,-1,-1,-1,,,,,24. April 2026 02:00 (GMT+7),,Direkt SL,,2026,L,,,102,,A,,,,,No,,,XAU/USD,
Live,,,,,,,,1,2,2,-1,-1,,2,"1,5",-1,,,,,24. April 2026 09:00 (GMT+7),,YES,,2026,S,,,76,,A,,,,,Yes,,,XAU/USD,
Live,,,,,,,,1,2,2,3,4,,21,"1,5","2,75",,,,,24. April 2026 15:30 (GMT+7),,NO,,2026,S,,,110,,A,,,,,Yes,No,,XAU/USD,
Live,,,,,,,,,2,2,,4,,19,,"2,75",,,,,29. April 2026 07:00 (GMT+7),,NO,,2026,S,,,45,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,-1,-1,-1,,,,-1,,-1,,,,,1. Mai 2026 02:00 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,4. Mai 2026 11:00 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,11. Mai 2026 14:00 (GMT+7),,Direkt SL,,2026,S,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,2,,,4,,73,,"18,25",,,,,13. Mai 2026 00:00 (GMT+7),,NO,JA,2026,S,,D1 HTF OB Gleiche Richtung Ja,,,A,,,,,Yes,No,,XAU/USD,
,,,,,,,,,-1,,,,,1,,-1,,,,,13. Mai 2026 08:00 (GMT+7),,YES,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,19. Mai 2026 05:00 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,28. Mai 2026 15:00 (GMT+7),,Direkt SL,,2026,S,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,1,,-1,,,,,2. Juni 2026 03:00 (GMT+7),,YES,,2026,S,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,2,,,4,,"4,5",,0,,,,,9. Juni 2026 14:30 (GMT+7),,NO,,2026,L,,,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,9. Juni 2026 15:45 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,10. Juni 2026 09:00 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,2,,,,,"2,7",,-1,,,,,11. Juni 2026 14:00 (GMT+7),,YES,,2026,S,,,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,,2,,,4,,20,,"2,75",,,,,12. Juni 2026 15:00 (GMT+7),,YES,JA,2026,L,,D1 HTF OB Gleiche Richtung Ja,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,,2,,,4,,16,,"2,75",,,,,23. Juni 2026 02:00 (GMT+7),,NO,,2026,S,,,,,A,,,,,Yes,No,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,23. Juni 2026 20:00 (GMT+7),,YES,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,2,,,4,,25,,"2,75",,,,,26. Juni 2026 04:00 (GMT+7),,NO,JA,2026,L,,D1 HTF OB Gleiche Richtung Ja,,,A,,,,,Yes,No,,XAU/USD,
,,,,,,,,1,2,,3,4,,14,,"2,75",,,,,30. Juni 2026 15:00 (GMT+7),,NO,JA,2026,S,,D1 HTF OB Gleiche Richtung Ja,68,,A,,,,,Yes,No,,XAU/USD,
,,,,,,,,,,,,,,,,"18,25",,,,,,,,,2026,,,,,,A,,,,,,,,XAU/USD,
,,,,,,,,1,2,2,3,-1,,"3,7",,0,,,,,3. Juli 2026 09:00 (GMT+7),,YES,,2026,S,,HTF JA,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,,2,,,,,"2,5",,-1,,,,,2. Juli 2026 21:00 (GMT+7),,YES,,2026,S,,,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,7. Juli 2026 03:00 (GMT+7),,,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,2,,,,,19,,"2,75",,,,,7. Juli 2026 15:15 (GMT+7),,,JA,2026,S,,HTF JA,,,A,,,,,Yes,Yes,,XAU/USD,
,,,,,,,,,2,,,,,25,,"2,75",,,,,8. Juli 2026 09:00 (GMT+7),,,JA,2026,S,,HTF JA MOVE 4H,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,9. Juli 2026 03:00 (GMT+7),,,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,9. Juli 2026 04:00 (GMT+7),,,,2026,S,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,-1,,,,,-1,,-1,,,,,10. Juli 2026 04:00 (GMT+7),,,,2026,S,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,-1,-1,-1,-1,-1,,-1,,-1,,,,,13. Juli 2026 11:30 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,1,2,2,3,4,,9,,0,,,,,15. Juli 2026 11:00 (GMT+7),,YES,JA,2026,L,,,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,-1,-1,-1,-1,-1,,-1,,-1,,,,,16. Juli 2026 13:00 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,-1,-1,-1,-1,-1,,-1,,-1,,,,,17. Juli 2026 14:30 (GMT+7),,Direkt SL,,2026,S,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,-1,-1,-1,-1,-1,,-1,,-1,,,,,28. Juli 2026 20:00 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,1,2,2,-1,-1,,"2,4",,-1,,,,,29. Juli 2026 13:00 (GMT+7),,NO,,2026,L,,,,,A,,,,,Yes,,,XAU/USD,
,,,,,,,,-1,-1,-1,-1,-1,,-1,,-1,,,,,22. Juli 2026 15:00 (GMT+7),,Direkt SL,,2026,L,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,,,,,,,,,"18,25",,,,,,,,,2023,,,,,,A,,,,,X Rule,,,XAU/USD,
,,,,,,,,1,-1,-1,-1,-1,,"1,8",,-1,,,,,5. August 2026 11:00 (GMT+7),,NO,,2023,S,,,,,A,,,,,No,,,XAU/USD,
,,,,,,,,1,2,2,3,4,,7,,0,,,,,6. August 2026 07:30 (GMT+7),,YES,,2023,L,,,,,A,,,,,Yes,,,XAU/USD,
